,latitude,longitude,elevation
7324,48.558792,-114.452537,1215
7325,48.555479,-114.452551,1198
7326,48.553002,-114.45105,1191
7327,48.546856,-114.449312,1182
7328,48.546123,-114.448384,1179
7329,48.544832,-114.448156,1187
7330,48.544104,-114.449082,1176
7331,48.543179,-114.448612,1170
7332,48.542139,-114.449123,1164
7333,48.539729,-114.448085,1144
7334,48.537106,-114.449166,1118
7335,48.53563,-114.448986,1106
7336,48.531327,-114.446798,1096
7337,48.529046,-114.446396,1092
7338,48.525355,-114.443751,1083
7339,48.520205,-114.441331,1065
7340,48.518824,-114.441217,1055
7341,48.515666,-114.439418,1049
7342,48.51523,-114.438003,1041
7343,48.513815,-114.436217,1043
7344,48.509962,-114.437536,1019
7345,48.507732,-114.436305,1010
7346,48.505986,-114.434548,1006
7347,48.504954,-114.434272,1002
7348,48.503443,-114.435141,982
7349,48.50147,-114.434673,974
7350,48.500042,-114.431871,967
7351,48.497999,-114.432419,960
7352,48.497379,-114.430007,959
7353,48.494835,-114.430338,951
7354,48.490797,-114.428203,941
7355,48.487321,-114.422692,935
7356,48.486634,-114.418025,935
7357,48.487239,-114.416543,937
7358,48.487216,-114.414877,939
7359,48.486063,-114.413538,943
7360,48.48693,-114.41171,957
7361,48.486863,-114.410975,960
7362,48.485542,-114.409949,965
7363,48.480727,-114.401795,966
7364,48.476823,-114.393418,979
7365,48.477313,-114.391777,978
7366,48.477049,-114.391273,983
7367,48.476144,-114.39152,982
7368,48.475477,-114.390064,981
7369,48.475351,-114.388652,986
7370,48.467763,-114.378633,982
7371,48.465852,-114.374871,972
7372,48.464331,-114.374675,956
7373,48.463044,-114.373195,947
7374,48.459978,-114.371082,942
7375,48.454485,-114.364744,949
7376,48.447977,-114.359298,953
7377,48.440689,-114.355909,945
7378,48.439739,-114.353232,943
7379,48.439679,-114.345624,940
7380,48.438908,-114.343268,938
7381,48.437472,-114.341657,930
7382,48.436291,-114.341186,926
7383,48.41649,-114.340999,926
7384,48.414969,-114.339187,925
7385,48.415257,-114.33084,926
7386,48.414333,-114.326712,926
7387,48.414143,-114.278895,951
7388,48.409302,-114.279045,945
7389,48.408944,-114.278329,945
7390,48.408954,-114.268489,944
7391,48.408687,-114.267978,944
7392,48.407271,-114.267982,944
7393,48.406976,-114.262656,950
7394,48.403627,-114.262622,944
7395,48.403338,-114.243376,967
7396,48.401002,-114.241053,952
7397,48.399917,-114.240982,950
7398,48.399729,-114.219224,975
7399,48.385257,-114.219047,939
7400,48.385142,-114.18666,939
7401,48.381736,-114.186546,937
7402,48.381694,-114.178441,946
7403,48.382372,-114.176152,948
7404,48.381394,-114.175712,947
7405,48.379561,-114.180749,944
7406,48.370417,-114.181275,929
7407,48.367986,-114.178316,920
7408,48.367435,-114.176579,918
7409,48.366851,-114.171349,919
7410,48.365219,-114.167807,921
7411,48.362414,-114.17152,918
7412,48.358838,-114.181036,916
7413,48.3454,-114.180964,936
7414,48.345294,-114.175587,933
7415,48.301931,-114.17536,933
7416,48.302138,-114.15431,929
7417,48.269333,-114.154139,932
7418,48.269274,-114.143298,929
7419,48.268427,-114.142889,930
7420,48.268568,-114.143185,930
7421,48.251086,-114.143036,928
7422,48.250872,-114.137484,920
7423,48.240292,-114.137514,928
7424,48.240107,-114.132099,939
7425,48.225639,-114.131912,935
7426,48.225591,-114.115662,931
7427,48.211279,-114.115614,919
7428,48.211472,-114.104886,920
7429,48.208037,-114.10488,916
7430,48.207995,-114.098723,912
7431,48.206342,-114.09092,919
7432,48.206365,-114.0849,940
7433,48.205603,-114.084473,940
7434,48.20349,-114.080016,945
7435,48.203839,-114.075637,951
7436,48.204338,-114.075593,951
7437,48.20253,-114.073459,958
7438,48.200622,-114.072361,972
7439,48.197099,-114.072331,974
7440,48.193587,-114.066528,993
7441,48.19347,-114.06518,995
7442,48.190663,-114.061599,995
7443,48.188908,-114.060946,996
7444,48.186882,-114.059094,993
7445,48.186233,-114.054384,1000
7446,48.18511,-114.05133,1000
7447,48.176202,-114.051485,982
7448,48.175347,-114.049708,981
7449,48.175352,-114.040561,1002
7450,48.168302,-114.040525,981
7451,48.16823,-114.029664,992
7452,48.154023,-114.008266,961
7453,48.135888,-114.008025,941
7454,48.135542,-114.009164,941
7455,48.134459,-114.009824,940
7456,48.133491,-114.012519,940
7457,48.131375,-114.015264,940
7458,48.129584,-114.016165,940
7459,48.126701,-114.021525,936
7460,48.126181,-114.024303,934
7461,48.124874,-114.024753,937
7462,48.121664,-114.027787,937
7463,48.118086,-114.027736,927
7464,48.116838,-114.029493,928
7465,48.095336,-114.029438,933
7466,48.073485,-114.028613,929
7467,48.071062,-114.026274,926
7468,48.062631,-114.021356,931
7469,48.059305,-114.021395,926
7470,48.057839,-114.021955,922
7471,48.057078,-114.023322,926
7472,48.056937,-114.029262,919
7473,48.055296,-114.02947,925
7474,48.05472,-114.028657,931
7475,48.051992,-114.018607,934
7476,48.051655,-114.007069,935
7477,48.037944,-114.006661,937
7478,48.023228,-114.007243,946
7479,48.022186,-114.006604,947
7480,48.020017,-114.000052,951
7481,48.019658,-113.999544,953
7482,48.015725,-113.996705,964
7483,48.01162,-113.992339,973
7484,48.010146,-113.988133,984
7485,48.00586,-113.981648,999
7486,48.003884,-113.977584,1012
7487,48.001352,-113.974251,1029
7488,48.000024,-113.971473,1039
7489,47.999853,-113.969633,1046
7490,47.996875,-113.962151,1073
7491,47.992668,-113.95534,1100
7492,47.986802,-113.951474,1150
7493,47.982999,-113.950758,1177
7494,47.981725,-113.951529,1187
7495,47.977587,-113.95036,1213
7496,47.972726,-113.950845,1252
7497,47.975495,-113.952614,1276
7498,47.972926,-113.953549,1292
7499,47.972225,-113.954743,1301
7500,47.96954,-113.956784,1313
7501,47.968119,-113.957216,1328
7502,47.96567,-113.956678,1329
7503,47.964749,-113.961291,1357
7504,47.962766,-113.959877,1374
7505,47.957788,-113.960338,1436
7506,47.958319,-113.95608,1432
7507,47.953551,-113.954797,1465
7508,47.953199,-113.952813,1471
7509,47.951693,-113.951343,1485
7510,47.951453,-113.950478,1479
7511,47.95299,-113.947708,1454
7512,47.952319,-113.942886,1456
7513,47.950808,-113.9409,1471
7514,47.948206,-113.940597,1485
7515,47.945914,-113.94181,1499
7516,47.945409,-113.942907,1509
7517,47.944586,-113.94308,1506
7518,47.94237,-113.941385,1486
7519,47.940338,-113.938254,1477
7520,47.939907,-113.935604,1456
7521,47.936418,-113.930289,1436
7522,47.934069,-113.924108,1412
7523,47.936437,-113.926828,1387
7524,47.936962,-113.929048,1390
7525,47.939053,-113.929726,1368
7526,47.940977,-113.931947,1358
7527,47.940493,-113.924887,1313
7528,47.941362,-113.922986,1307
7529,47.943092,-113.922875,1313
7530,47.943283,-113.922399,1308
7531,47.941002,-113.922185,1293
7532,47.940081,-113.924231,1287
7533,47.939202,-113.924592,1284
7534,47.936684,-113.922276,1278
7535,47.936297,-113.920749,1277
7536,47.936555,-113.912102,1215
7537,47.935845,-113.909531,1194
7538,47.934977,-113.908098,1176
7539,47.934647,-113.90607,1167
7540,47.932755,-113.901565,1141
7541,47.933052,-113.900597,1137
7542,47.931932,-113.899202,1128
7543,47.931031,-113.896815,1122
7544,47.927616,-113.893201,1087
7545,47.927709,-113.889973,1070
7546,47.928593,-113.888244,1072
7547,47.929626,-113.887867,1071
7548,47.93093,-113.888299,1059
7549,47.931951,-113.890243,1062
7550,47.932898,-113.890481,1044
7551,47.931812,-113.886823,1020
7552,47.930534,-113.885065,1009
7553,47.929373,-113.884518,1001
7554,47.927035,-113.884566,976
7555,47.924596,-113.886533,962
7556,47.924125,-113.888121,960
7557,47.922858,-113.88888,953
7558,47.921552,-113.888673,949
7559,47.916416,-113.885015,957
7560,47.915254,-113.885766,959
7561,47.912173,-113.882029,951
7562,47.911229,-113.8815,950
7563,47.910004,-113.881818,953
7564,47.906772,-113.879797,952
7565,47.905948,-113.878466,951
7566,47.902723,-113.876074,951
7567,47.902945,-113.873192,954
7568,47.902161,-113.871872,962
7569,47.896778,-113.868312,966
7570,47.893077,-113.86828,970
7571,47.890667,-113.870046,973
7572,47.88954,-113.869921,965
7573,47.887454,-113.867663,962
7574,47.88616,-113.867148,962
7575,47.885521,-113.866234,962
7576,47.88509,-113.86591,963
7577,47.884925,-113.867215,967
7578,47.884864,-113.869791,977
7579,47.883503,-113.870586,986
7580,47.882048,-113.872563,998
7581,47.879302,-113.874775,1007
7582,47.877759,-113.878126,1031
7583,47.87383,-113.880236,1044
7584,47.871489,-113.884188,1036
7585,47.869987,-113.881665,1015
7586,47.867861,-113.881439,1009
7587,47.866636,-113.879416,1006
7588,47.861734,-113.880478,992
7589,47.861679,-113.879853,993
7590,47.862863,-113.879015,990
7591,47.863714,-113.877617,985
7592,47.863703,-113.876141,980
7593,47.861469,-113.873646,972
7594,47.859074,-113.86737,955
7595,47.858014,-113.866186,951
7596,47.855304,-113.861187,950
7597,47.852027,-113.859756,946
7598,47.851138,-113.861107,945
7599,47.846462,-113.863016,948
7600,47.845451,-113.861978,947
7601,47.843959,-113.862523,947
7602,47.84382,-113.860964,947
7603,47.839121,-113.854533,948
7604,47.835935,-113.853174,969
7605,47.829905,-113.85256,977
7606,47.829533,-113.853195,975
7607,47.828405,-113.852698,974
7608,47.828033,-113.851486,977
7609,47.826409,-113.851216,978
7610,47.824922,-113.849717,985
7611,47.822655,-113.849385,983
7612,47.820639,-113.850258,976
7613,47.820686,-113.850638,972
7614,47.816925,-113.851983,970
7615,47.816134,-113.851713,969
7616,47.814206,-113.854091,963
7617,47.814131,-113.854778,963
7618,47.813468,-113.854566,966
7619,47.812869,-113.855066,969
7620,47.811895,-113.854879,969
7621,47.811149,-113.854014,969
7622,47.809878,-113.854152,975
7623,47.809544,-113.854892,978
7624,47.808294,-113.854512,980
7625,47.80608,-113.855,973
7626,47.804607,-113.854599,973
7627,47.80133,-113.856003,973
7628,47.796822,-113.859315,1008
7629,47.795116,-113.85938,999
7630,47.793871,-113.857982,996
7631,47.792594,-113.859112,991
7632,47.793142,-113.856538,990
7633,47.792708,-113.856172,987
7634,47.790733,-113.857463,994
7635,47.789367,-113.85552,990
7636,47.787917,-113.855043,993
7637,47.781344,-113.855789,1002
7638,47.779292,-113.854878,1006
7639,47.773797,-113.854744,999
7640,47.771774,-113.853985,1006
7641,47.770362,-113.854595,1013
7642,47.767452,-113.853074,1012
7643,47.764815,-113.852436,1010
7644,47.763804,-113.85134,1002
7645,47.761249,-113.851361,995
7646,47.760242,-113.847593,1001
7647,47.756915,-113.849149,1009
7648,47.754069,-113.846718,1000
7649,47.751222,-113.845846,1020
7650,47.747541,-113.846539,1028
7651,47.748703,-113.848075,1020
7652,47.744728,-113.851979,1021
7653,47.732604,-113.855267,1027
7654,47.731238,-113.854161,1033
7655,47.729463,-113.854713,1041
7656,47.726214,-113.85322,1051
7657,47.724445,-113.853841,1053
7658,47.722238,-113.85604,1057
7659,47.721277,-113.85876,1060
7660,47.718729,-113.859782,1077
7661,47.71739,-113.861437,1093
7662,47.715309,-113.867212,1125
7663,47.714915,-113.868001,1127
7664,47.712968,-113.868876,1144
7665,47.704327,-113.861243,1228
7666,47.702018,-113.862074,1233
7667,47.698693,-113.865805,1271
7668,47.698675,-113.866575,1280
7669,47.697746,-113.867155,1273
7670,47.69811,-113.868198,1278
7671,47.696392,-113.870502,1285
7672,47.695886,-113.87323,1287
7673,47.69614,-113.876545,1296
7674,47.695747,-113.878293,1303
7675,47.695079,-113.876742,1295
7676,47.693925,-113.875524,1299
7677,47.693183,-113.873825,1289
7678,47.692194,-113.874413,1290
7679,47.69076,-113.870258,1279
7680,47.689335,-113.867879,1266
7681,47.688078,-113.868741,1262
7682,47.689381,-113.864261,1241
7683,47.688401,-113.863377,1232
7684,47.681927,-113.863593,1243
7685,47.677813,-113.860146,1216
7686,47.677197,-113.860128,1217
7687,47.671869,-113.864533,1235
7688,47.669951,-113.864714,1240
7689,47.667583,-113.863128,1220
7690,47.667865,-113.86135,1228
7691,47.670089,-113.858749,1234
7692,47.670663,-113.857275,1239
7693,47.668557,-113.856301,1234
7694,47.667163,-113.854151,1222
7695,47.664082,-113.85195,1212
7696,47.663066,-113.852094,1211
7697,47.659868,-113.849991,1201
7698,47.658326,-113.848285,1190
7699,47.656919,-113.847647,1186
7700,47.656011,-113.846084,1184
7701,47.653483,-113.845396,1183
7702,47.653061,-113.844636,1177
7703,47.65908,-113.84223,1133
7704,47.659266,-113.841755,1130
7705,47.65805,-113.840531,1127
7706,47.656286,-113.836061,1119
7707,47.656462,-113.834919,1110
7708,47.663285,-113.829663,1070
7709,47.662355,-113.827782,1061
7710,47.662435,-113.823812,1056
7711,47.662341,-113.8236,1057
7712,47.660427,-113.825638,1060
7713,47.657722,-113.830098,1091
7714,47.650764,-113.830954,1136
7715,47.649921,-113.826634,1136
7716,47.646603,-113.824177,1132
7717,47.641265,-113.822506,1120
7718,47.637828,-113.818778,1103
7719,47.63233,-113.818275,1093
7720,47.631729,-113.815462,1088
7721,47.628827,-113.814472,1090
7722,47.626667,-113.811962,1079
7723,47.625315,-113.812789,1070
7724,47.623267,-113.811212,1079
7725,47.621105,-113.810832,1085
7726,47.618454,-113.811981,1083
7727,47.614562,-113.810035,1085
7728,47.612944,-113.807896,1084
7729,47.607779,-113.807405,1082
7730,47.60644,-113.808318,1084
7731,47.605649,-113.806114,1096
7732,47.605179,-113.807827,1096
7733,47.60327,-113.808613,1107
7734,47.601798,-113.808249,1105
7735,47.596738,-113.808895,1108
7736,47.595346,-113.808032,1103
7737,47.59113,-113.808562,1117
7738,47.589981,-113.807861,1123
7739,47.585859,-113.807376,1128
7740,47.582301,-113.803858,1128
7741,47.582077,-113.801466,1128
7742,47.58243,-113.799806,1128
7743,47.579531,-113.796368,1114
7744,47.577795,-113.795586,1124
7745,47.57694,-113.794605,1121
7746,47.575869,-113.794549,1121
7747,47.575676,-113.792627,1124
7748,47.574234,-113.79081,1121
7749,47.575021,-113.78884,1123
7750,47.574289,-113.786985,1123
7751,47.573588,-113.78688,1120
7752,47.573182,-113.784475,1116
7753,47.572012,-113.782983,1116
7754,47.564082,-113.794906,1161
7755,47.558941,-113.797158,1149
7756,47.557088,-113.795073,1143
7757,47.555624,-113.794393,1146
7758,47.552681,-113.796273,1131
7759,47.550996,-113.79499,1141
7760,47.548751,-113.797894,1140
7761,47.546566,-113.797414,1135
7762,47.544164,-113.799509,1136
7763,47.543833,-113.799232,1138
7764,47.544168,-113.797972,1143
7765,47.543807,-113.796374,1151
7766,47.543215,-113.795749,1151
7767,47.542425,-113.795783,1139
7768,47.542093,-113.793179,1149
7769,47.54159,-113.79275,1147
7770,47.539512,-113.794859,1146
7771,47.538863,-113.796325,1147
7772,47.535348,-113.80036,1158
7773,47.532936,-113.801069,1163
7774,47.532572,-113.799739,1155
7775,47.530983,-113.79886,1169
7776,47.529054,-113.801647,1178
7777,47.528049,-113.804745,1196
7778,47.527086,-113.805102,1197
7779,47.52645,-113.806263,1204
7780,47.525935,-113.805191,1205
7781,47.523845,-113.804633,1211
7782,47.52296,-113.805186,1208
7783,47.522218,-113.806919,1202
7784,47.518918,-113.806739,1215
7785,47.516705,-113.805756,1232
7786,47.515864,-113.804749,1235
7787,47.514557,-113.805382,1251
7788,47.510721,-113.803171,1274
7789,47.509616,-113.800509,1278
7790,47.509996,-113.796229,1265
7791,47.509692,-113.795383,1262
7792,47.507581,-113.794006,1258
7793,47.50682,-113.7922,1249
7794,47.505638,-113.791228,1250
7795,47.5041,-113.791075,1257
7796,47.503801,-113.78781,1231
7797,47.499889,-113.785436,1245
7798,47.499573,-113.784483,1248
7799,47.500475,-113.780977,1234
7800,47.499784,-113.776214,1220
7801,47.498412,-113.773918,1222
7802,47.49538,-113.773028,1220
7803,47.492992,-113.770287,1217
7804,47.492865,-113.767779,1221
7805,47.494078,-113.765543,1213
7806,47.495001,-113.759854,1208
7807,47.494188,-113.758733,1208
7808,47.4936,-113.754731,1207
7809,47.495342,-113.75243,1196
7810,47.495421,-113.750409,1192
7811,47.494021,-113.747279,1180
7812,47.492632,-113.74609,1180
7813,47.492018,-113.743832,1176
7814,47.491997,-113.741979,1179
7815,47.492943,-113.740225,1177
7816,47.494686,-113.739351,1174
7817,47.494879,-113.738455,1172
7818,47.493262,-113.73585,1178
7819,47.493693,-113.71697,1181
7820,47.484332,-113.700378,1202
7821,47.481955,-113.700699,1203
7822,47.480703,-113.699657,1207
