,latitude,longitude,elevation
546,49.667829,-115.116055,1218.0
547,49.665729,-115.112407,1234.0
548,49.665732,-115.111329,1224.0
549,49.664687,-115.109682,1237.0
550,49.663965,-115.107166,1235.0
551,49.656544,-115.098669,1246.0
552,49.651845,-115.09522,1253.0
553,49.650703,-115.09272,1256.0
554,49.649549,-115.091486,1263.0
555,49.648726,-115.088616,1281.0
556,49.647358,-115.086009,1279.0
557,49.645354,-115.083541,1278.0
558,49.645083,-115.082517,1275.0
559,49.643704,-115.0822,1274.0
560,49.64229,-115.078788,1282.0
561,49.640581,-115.077544,1286.0
562,49.636443,-115.077758,1327.0
563,49.635647,-115.075977,1335.0
564,49.633226,-115.074336,1355.0
565,49.628236,-115.073853,1349.0
566,49.626659,-115.072442,1369.0
567,49.62497,-115.069803,1393.0
568,49.621634,-115.066874,1456.0
569,49.616515,-115.065984,1462.0
570,49.611012,-115.063317,1533.0
571,49.60998,-115.059654,1535.0
572,49.610665,-115.056065,1496.0
573,49.610036,-115.053061,1483.0
574,49.608364,-115.051172,1498.0
575,49.60714,-115.05151,1471.0
576,49.605857,-115.050089,1471.0
577,49.604491,-115.049579,1460.0
578,49.602575,-115.046516,1452.0
579,49.601129,-115.046028,1428.0
580,49.601098,-115.044816,1436.0
581,49.598734,-115.043019,1441.0
582,49.597993,-115.044043,1422.0
583,49.59533,-115.043244,1370.0
584,49.594871,-115.040765,1383.0
585,49.594213,-115.040948,1364.0
586,49.592583,-115.03988,1374.0
587,49.592391,-115.040599,1355.0
588,49.591369,-115.040637,1341.0
589,49.588691,-115.039001,1310.0
590,49.586859,-115.036393,1274.0
591,49.586288,-115.034666,1254.0
592,49.586594,-115.0337,1267.0
593,49.585833,-115.03333,1243.0
594,49.585353,-115.031946,1252.0
595,49.583567,-115.030109,1234.0
596,49.580953,-115.030627,1195.0
597,49.579838,-115.029988,1190.0
598,49.578767,-115.02788,1178.0
599,49.577188,-115.027059,1160.0
600,49.575055,-115.024825,1152.0
601,49.572582,-115.02354,1130.0
602,49.570403,-115.020509,1127.0
603,49.568129,-115.01945,1116.0
604,49.567172,-115.020445,1127.0
605,49.565388,-115.018645,1139.0
606,49.56489,-115.017374,1123.0
607,49.5606,-115.017948,1111.0
608,49.559356,-115.017511,1112.0
609,49.556621,-115.018063,1113.0
610,49.556283,-115.017441,1107.0
611,49.556657,-115.015169,1092.0
612,49.556309,-115.014721,1072.0
613,49.551937,-115.019082,1032.0
614,49.551631,-115.023251,1032.0
615,49.549194,-115.029044,1026.0
616,49.541662,-115.034012,1025.0
617,49.530689,-115.049815,1005.0
618,49.52672,-115.051339,1002.0
619,49.525118,-115.053699,1005.0
620,49.524658,-115.053248,1008.0
621,49.522374,-115.059675,1007.0
622,49.52041,-115.061241,1007.0
623,49.517354,-115.061351,999.0
624,49.515231,-115.059407,995.0
625,49.513666,-115.05912,1000.0
626,49.512009,-115.060643,1006.0
627,49.509637,-115.055027,1004.0
628,49.502205,-115.062448,1011.0
629,49.501585,-115.061008,1009.0
630,49.498906,-115.063658,1016.0
631,49.494434,-115.06453,998.0
632,49.492378,-115.065957,1012.0
633,49.487113,-115.066938,1009.0
634,49.483454,-115.063564,1006.0
635,49.48152,-115.06438,1006.0
636,49.480537,-115.064181,1024.0
637,49.477836,-115.06571,1003.0
638,49.476462,-115.064932,997.0
639,49.473046,-115.061172,1001.0
640,49.457846,-115.053914,966.0
641,49.449089,-115.052058,963.0
642,49.443928,-115.046822,978.0
643,49.443181,-115.046961,974.0
644,49.441249,-115.045872,976.0
645,49.437422,-115.044977,995.0
646,49.435748,-115.045524,992.0
647,49.434876,-115.045105,1001.0
648,49.434876,-115.042219,999.0
649,49.434345,-115.041865,1001.0
650,49.434366,-115.03988,1022.0
651,49.432922,-115.037026,1033.0
652,49.431868,-115.036608,1029.0
653,49.42967,-115.033947,1040.0
654,49.430208,-115.032424,1041.0
655,49.429287,-115.030707,1045.0
656,49.425414,-115.030739,1033.0
657,49.424883,-115.029441,1044.0
658,49.425553,-115.027177,1048.0
659,49.425239,-115.025976,1065.0
660,49.424737,-115.025836,1076.0
661,49.423271,-115.027703,1042.0
662,49.422629,-115.027392,1039.0
663,49.422559,-115.026523,1053.0
664,49.420717,-115.027145,1043.0
665,49.41128,-115.021995,1033.0
666,49.410624,-115.020997,1034.0
667,49.40934,-115.02044,1033.0
668,49.409235,-115.019463,1032.0
669,49.405703,-115.018959,1017.0
670,49.404746,-115.017521,1021.0
671,49.402303,-115.017983,1011.0
672,49.401542,-115.017607,1012.0
673,49.401353,-115.016781,1019.0
674,49.400564,-115.017639,1000.0
675,49.398246,-115.016835,984.0
676,49.396298,-115.014914,988.0
677,49.394776,-115.015708,971.0
678,49.390069,-115.012146,964.0
679,49.386703,-115.008327,974.0
680,49.385327,-115.005859,976.0
681,49.380354,-115.003789,977.0
682,49.378007,-115.000581,988.0
683,49.374997,-114.998971,988.0
684,49.373837,-114.997287,998.0
685,49.371399,-114.990935,1003.0
686,49.369492,-114.988135,997.0
687,49.364866,-114.978823,997.0
688,49.363651,-114.978447,1006.0
689,49.359717,-114.981118,1024.0
690,49.357648,-114.981419,1036.0
691,49.355237,-114.979842,1051.0
692,49.352652,-114.973147,1078.0
693,49.349786,-114.968362,1103.0
694,49.349087,-114.966399,1114.0
695,49.348346,-114.958524,1157.0
696,49.347445,-114.955874,1169.0
697,49.346508,-114.954672,1182.0
698,49.342062,-114.952236,1177.0
699,49.340797,-114.950295,1193.0
700,49.336861,-114.948503,1195.0
701,49.334918,-114.946389,1197.0
702,49.331925,-114.944297,1202.0
703,49.328618,-114.939984,1195.0
704,49.326101,-114.938053,1185.0
705,49.322192,-114.931165,1171.0
706,49.320346,-114.930328,1171.0
707,49.309645,-114.931283,1143.0
708,49.302509,-114.926873,1150.0
709,49.302335,-114.925811,1151.0
710,49.303615,-114.924427,1144.0
711,49.303608,-114.914299,1129.0
712,49.303118,-114.912926,1121.0
713,49.302866,-114.909707,1117.0
714,49.303902,-114.905427,1129.0
715,49.305126,-114.892691,1147.0
716,49.305937,-114.889644,1152.0
717,49.306259,-114.885246,1171.0
718,49.304832,-114.875311,1187.0
719,49.303874,-114.872124,1193.0
720,49.303783,-114.863251,1198.0
721,49.302852,-114.859325,1206.0
722,49.298361,-114.852651,1217.0
723,49.298074,-114.851214,1220.0
724,49.296171,-114.848499,1222.0
725,49.295688,-114.847019,1222.0
726,49.295884,-114.8435,1243.0
727,49.293813,-114.840463,1242.0
728,49.290993,-114.839551,1236.0
729,49.289104,-114.837899,1248.0
730,49.287648,-114.835078,1250.0
731,49.286227,-114.82775,1265.0
732,49.284443,-114.824574,1267.0
733,49.284436,-114.822149,1275.0
734,49.282511,-114.8145,1282.0
735,49.28228,-114.805241,1315.0
736,49.283162,-114.80081,1332.0
737,49.285255,-114.795767,1356.0
738,49.286906,-114.794608,1367.0
739,49.288663,-114.791379,1373.0
740,49.289139,-114.789255,1375.0
741,49.289194,-114.7861,1387.0
742,49.290755,-114.7833,1396.0
743,49.291133,-114.778472,1401.0
744,49.293393,-114.775511,1425.0
745,49.29347,-114.774792,1422.0
746,49.291399,-114.774342,1410.0
747,49.290468,-114.770168,1427.0
748,49.290265,-114.766681,1428.0
749,49.290713,-114.763559,1455.0
750,49.290118,-114.761488,1468.0
751,49.290104,-114.755212,1490.0
752,49.29184,-114.75327,1511.0
753,49.291902,-114.750706,1522.0
754,49.294953,-114.740481,1598.0
755,49.295093,-114.738497,1608.0
756,49.293281,-114.730589,1667.0
757,49.293946,-114.729334,1669.0
